"Regio's";"Perioden";"m3";"m3";"m3";"m3";"m3";"m3";"%";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh"
"Losser";"2010";"2400";"1350";"1850";"2150";"2450";"3200";"0.0";"3950";"2300";"3200";"3500";"4050";"4900"
"Losser";"2011";"1850";"1000";"1400";"1650";"1900";"2500";"0.0";"3900";"2350";"3200";"3500";"4000";"4900"
"Losser";"2012*";"1950";"1100";"1550";"1750";"2050";"2600";"0.0";"3800";"2300";"3200";"3450";"3950";"4700"
"Maasdonk";"2010";"2550";"1700";"1950";"1900";"2450";"3100";"0.0";"4550";"2900";"3850";"3850";"4400";"5250"
"Maasdonk";"2011";"1800";"1150";"1400";"1350";"1800";"2200";"0.0";"4350";"2750";"3700";"3600";"4200";"5000"
"Maasdonk";"2012*";"2050";"1100";"1550";"1500";"1950";"2500";"0.0";"4300";"2650";"3750";"3600";"4200";"5000"
"Maasdriel";"2010";"2450";"1350";"1800";"2000";"2300";"3150";"0.0";"4100";"2500";"3300";"3450";"4300";"4900"
"Maasdriel";"2011";"1850";"1000";"1400";"1550";"1750";"2450";"0.0";"4100";"2600";"3300";"3400";"4250";"4900"
"Maasdriel";"2012*";"1950";"1050";"1450";"1600";"1900";"2600";"0.0";"4000";"2650";"3150";"3300";"4200";"4850"
"Maasgouw";"2010";"2500";"1300";"2150";"2300";"2450";"3100";"0.0";"3950";"2300";"3600";"3600";"3800";"4800"
"Maasgouw";"2011";"1950";"1000";"1650";"1800";"1900";"2400";"0.0";"3850";"2300";"3500";"3500";"3750";"4700"
"Maasgouw";"2012*";"2050";"1100";"1800";"1900";"2000";"2600";"0.0";"3850";"2300";"3450";"3500";"3700";"4650"
"Maassluis";"2010";"1600";"1350";"1650";"2000";"2400";"3150";"0.0";"3050";"2350";"3600";"3800";"4550";"4350"
"Maassluis";"2011";"1250";"1000";"1300";"1600";"1850";"2500";"0.0";"3000";"2350";"3600";"3750";"4650";"4300"
"Maassluis";"2012*";"1350";"1100";"1350";"1650";"2050";"2700";"0.0";"3000";"2300";"3500";"3650";"4700";"4250"
"Maastricht";"2010";"1800";"1250";"1900";"2200";"2700";"3650";"0.0";"3050";"2250";"3300";"3550";"3850";"5000"
"Maastricht";"2011";"1350";"950";"1450";"1650";"2050";"2800";"0.0";"3000";"2200";"3250";"3450";"3750";"4900"
"Maastricht";"2012*";"1500";"1050";"1600";"1800";"2200";"3050";"0.0";"2950";"2200";"3200";"3400";"3700";"4900"
"De Marne";"2010";"2500";"1300";"2100";"2300";"2350";"2750";"0.0";"3150";"2000";"2550";"2700";"2900";"3600"
"De Marne";"2011";"1950";"950";"1650";"1800";"1850";"2200";"0.0";"3100";"1850";"2500";"2600";"2900";"3600"
"De Marne";"2012*";"2100";"1000";"1800";"1950";"1950";"2400";"0.0";"3050";"1800";"2550";"2650";"2900";"3550"
"Marum";"2010";"2600";"1200";"2000";"2300";"2150";"3000";"0.0";"3700";"2100";"2700";"2950";"3550";"4250"
"Marum";"2011";"2050";"950";"1500";"1850";"1650";"2350";"0.0";"3700";"2000";"2650";"2950";"3500";"4200"
"Marum";"2012*";"2200";"1050";"1650";"1950";"1800";"2550";"0.0";"3600";"2000";"2600";"2900";"3500";"4100"
"Medemblik";"2010";"2150";"1100";"1800";"2050";"2200";"2900";"0.0";"3650";"2100";"3300";"3450";"3900";"4550"
"Medemblik";"2011";"1650";"900";"1350";"1550";"1700";"2200";"0.0";"3650";"2150";"3300";"3400";"3900";"4500"
"Medemblik";"2012*";"1750";"950";"1450";"1650";"1800";"2350";"0.0";"3600";"2100";"3250";"3300";"3800";"4400"
"Meerssen";"2010";"2500";"1300";"2050";"2200";"2650";"3550";"0.0";"3900";"2250";"3600";"3700";"4100";"4900"
"Meerssen";"2011";"1950";"1000";"1600";"1700";"2050";"2750";"0.0";"3750";"2250";"3500";"3600";"4000";"4750"
"Meerssen";"2012*";"2100";"1100";"1750";"1850";"2200";"3050";"0.0";"3750";"2250";"3450";"3550";"3900";"4700"
"Menameradiel";"2010";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Menameradiel";"2011";"1800";"850";"1400";"1500";"1650";"2100";"0.0";"3300";"1750";"2600";"2850";"3050";"3900"
"Menameradiel";"2012*";"1900";"1000";"1550";"1650";"1750";"2250";"0.0";"3200";"1700";"2600";"2750";"2950";"3750"
"Menterwolde";"2010";"2450";"1150";"2100";"2400";"2200";"2800";"0.0";"3550";"2100";"2700";"2950";"3300";"4200"
"Menterwolde";"2011";"1950";"900";"1600";"1900";"1750";"2250";"0.0";"3550";"2050";"2700";"2950";"3300";"4150"
"Menterwolde";"2012*";"2050";"1000";"1750";"2000";"1850";"2400";"0.0";"3450";"2050";"2700";"2850";"3250";"4100"
"Meppel";"2010";"1950";"1150";"1750";"2050";"2300";"3000";"0.0";"3250";"2150";"3100";"3300";"3750";"4450"
"Meppel";"2011";"1550";"900";"1350";"1600";"1800";"2400";"0.0";"3250";"2100";"3050";"3300";"3750";"4350"
"Meppel";"2012*";"1600";"950";"1400";"1650";"1900";"2500";"0.0";"3150";"2100";"3050";"3250";"3700";"4300"
"Middelburg (Z.)";"2010";"1700";"1150";"1700";"1850";"2000";"2600";"0.0";"2850";"2000";"2900";"3000";"3500";"4100"
"Middelburg (Z.)";"2011";"1350";"950";"1300";"1450";"1550";"2000";"0.0";"2850";"2000";"2900";"3050";"3500";"4050"
"Middelburg (Z.)";"2012*";"1400";"950";"1400";"1550";"1650";"2100";"0.0";"2750";"2000";"2800";"2950";"3450";"3900"
"Middelharnis";"2010";"1950";"1200";"1650";"1900";"2300";"2850";"0.0";"3450";"2250";"3150";"3300";"4050";"4600"
"Middelharnis";"2011";"1500";"900";"1250";"1450";"1800";"2200";"0.0";"3400";"2250";"3100";"3250";"4000";"4600"
"Middelharnis";"2012*";"1550";"950";"1350";"1550";"1900";"2350";"0.0";"3250";"2150";"3000";"3200";"3900";"4500"
"Midden-Delfland";"2010";"1800";"1100";"1550";"1850";"2450";"3100";"0.0";"3550";"2300";"3550";"3650";"4150";"4750"
"Midden-Delfland";"2011";"1400";"850";"1200";"1500";"2000";"2450";"0.0";"3600";"2350";"3600";"3700";"4100";"4850"
"Midden-Delfland";"2012*";"1500";"850";"1250";"1500";"2050";"2600";"0.0";"3550";"2300";"3500";"3550";"4250";"4750"
"Midden-Drenthe";"2010";"2450";"1400";"1900";"2250";"2250";"3000";"0.0";"3700";"1900";"2850";"3100";"3700";"4400"
"Midden-Drenthe";"2011";"1900";"1050";"1500";"1750";"1800";"2350";"0.0";"3650";"1900";"2850";"3100";"3700";"4350"
"Midden-Drenthe";"2012*";"2050";"1000";"1600";"1900";"1900";"2550";"0.0";"3600";"2100";"2800";"3050";"3650";"4350"
"Mill en Sint Hubert";"2010";"2400";"1100";"1800";"1950";"2400";"3050";"0.0";"4150";"2200";"3450";"3400";"4300";"5000"
"Mill en Sint Hubert";"2011";"1900";"850";"1400";"1500";"1850";"2350";"0.0";"4200";"2250";"3400";"3450";"4300";"5050"
"Mill en Sint Hubert";"2012*";"1950";"950";"1450";"1550";"1900";"2500";"0.0";"4100";"2050";"3350";"3400";"4150";"4950"
"Millingen aan de Rijn";"2010";"2150";"1050";"1600";"1850";"2200";"2950";"0.0";"3650";"2250";"2950";"3150";"4250";"4550"
"Millingen aan de Rijn";"2011";"1650";"850";"1250";"1450";"1750";"2300";"0.0";"3650";"2150";"2950";"3150";"4150";"4600"
"Millingen aan de Rijn";"2012*";"1750";"900";"1300";"1500";"1850";"2400";"0.0";"3500";"2150";"2850";"3100";"4050";"4450"
"Moerdijk";"2010";"2150";"1200";"1800";"2100";"2350";"2950";"0.0";"3750";"2500";"3350";"3500";"4000";"4850"
"Moerdijk";"2011";"1600";"900";"1350";"1550";"1750";"2250";"0.0";"3700";"2350";"3300";"3400";"3900";"4850"
"Moerdijk";"2012*";"1750";"950";"1450";"1700";"1950";"2450";"0.0";"3700";"2350";"3250";"3350";"3850";"4800"
"Montferland";"2010";"2250";"1150";"1750";"1950";"2250";"3000";"0.0";"3800";"2200";"3200";"3400";"4000";"4650"
"Montferland";"2011";"1800";"900";"1400";"1600";"1850";"2450";"0.0";"3750";"2200";"3200";"3400";"4050";"4700"
"Montferland";"2012*";"1800";"950";"1400";"1600";"1850";"2500";"0.0";"3700";"2200";"3050";"3250";"3950";"4600"
"Montfoort";"2010";"2100";"1300";"1750";"2100";"2550";"3200";"0.0";"3850";"2400";"3550";"3900";"4400";"5200"
"Montfoort";"2011";"1650";"1000";"1400";"1650";"2000";"2550";"0.0";"3850";"2350";"3550";"3900";"4350";"5150"
"Montfoort";"2012*";"1650";"1050";"1400";"1700";"2100";"2600";"0.0";"3700";"2350";"3450";"3800";"4400";"4950"
"Mook en Middelaar";"2010";"2450";"1250";"1850";"2100";"2550";"3500";"0.0";"4000";"2500";"3400";"3650";"4050";"4800"
"Mook en Middelaar";"2011";"1900";"950";"1450";"1650";"1950";"2750";"0.0";"3900";"2400";"3350";"3600";"4050";"4850"
"Mook en Middelaar";"2012*";"2000";"1000";"1550";"1750";"2100";"2900";"0.0";"3900";"2300";"3350";"3550";"3950";"4750"
"Muiden";"2010";"2250";"1350";"2000";"2300";"2900";"3700";"0.0";"3650";"2600";"3450";"3750";"4250";"4500"
"Muiden";"2011";"1750";"1050";"1550";"1800";"2300";"2900";"0.0";"3650";"2600";"3450";"3700";"4200";"4600"
"Muiden";"2012*";"1900";"1150";"1650";"1950";"2400";"3100";"0.0";"3550";"2550";"3350";"3650";"4250";"4500"
"Naarden";"2010";"2500";"1250";"2150";"2850";"3350";"4700";"0.0";"3600";"2000";"3400";"4050";"4800";"5550"
"Naarden";"2011";"2000";"1050";"1700";"2300";"2700";"3750";"0.0";"3600";"2000";"3400";"4100";"4800";"5550"
"Naarden";"2012*";"2150";"1150";"1800";"2450";"2900";"3950";"0.0";"3650";"2000";"3350";"4050";"4750";"5550"
"Neder-Betuwe";"2010";"2300";"1150";"1800";"2050";"2350";"3200";"0.0";"3850";"2450";"3200";"3400";"3950";"4900"
"Neder-Betuwe";"2011";"1850";"900";"1450";"1600";"1900";"2550";"0.0";"3900";"2500";"3150";"3400";"4000";"5000"
"Neder-Betuwe";"2012*";"1950";"950";"1500";"1650";"2000";"2700";"0.0";"3800";"2450";"3100";"3300";"3950";"5000"
"Nederlek";"2010";"2000";"1350";"1650";"2050";"2400";"3050";"0.0";"3450";"2200";"3250";"3400";"3950";"4450"
"Nederlek";"2011";"1600";"1050";"1300";"1650";"1900";"2450";"0.0";"3400";"2200";"3200";"3350";"3900";"4400"
"Nederlek";"2012*";"1600";"1000";"1350";"1650";"1950";"2550";"0.0";"3250";"2150";"3100";"3250";"3800";"4450"
"Nederweert";"2010";"2350";"1100";"1900";"2050";"2250";"3050";"0.0";"4300";"2250";"3800";"3950";"4150";"5200"
"Nederweert";"2011";"1800";"800";"1450";"1550";"1750";"2350";"0.0";"4150";"2200";"3750";"3850";"3950";"5100"
"Nederweert";"2012*";"1900";"800";"1550";"1650";"1850";"2500";"0.0";"4100";"2250";"3650";"3800";"3900";"5050"
"Neerijnen";"2010";"2500";"1450";"1700";"1950";"2350";"3100";"0.0";"4150";"2750";"3350";"3300";"4200";"4800"
"Neerijnen";"2011";"1950";"1150";"1350";"1500";"1800";"2450";"0.0";"4150";"2750";"3350";"3350";"4200";"4800"
"Neerijnen";"2012*";"2000";"1250";"1450";"1600";"1900";"2550";"0.0";"4000";"2900";"3250";"3200";"4050";"4750"
"Nieuwegein";"2010";"900";"450";"900";"1250";"2100";"2200";"52.0";"3500";"2450";"3800";"3950";"4500";"5200"
"Nieuwegein";"2011";"700";"350";"750";"1000";"1700";"1700";"52.0";"3450";"2450";"3750";"3950";"4450";"5100"
"Nieuwegein";"2012*";"700";"350";"750";"1050";"1750";"1750";"52.0";"3350";"2400";"3650";"3800";"4350";"5000"
"Nieuwkoop";"2010";"2100";"1150";"1750";"2050";"2400";"3000";"0.0";"3800";"2350";"3600";"3600";"3950";"4750"
"Nieuwkoop";"2011";"1650";"900";"1350";"1600";"1850";"2400";"0.0";"3750";"2350";"3550";"3600";"4000";"4750"
"Nieuwkoop";"2012*";"1700";"950";"1450";"1650";"1950";"2500";"0.0";"3650";"2300";"3450";"3500";"3900";"4700"
"Nieuw-Lekkerland";"2010";"1850";"1300";"1650";"1950";"2300";"2800";"0.0";"3450";"2200";"3200";"3450";"3850";"4650"
"Nieuw-Lekkerland";"2011";"1500";"1700";"1300";"1500";"1850";"2200";"0.0";"3400";"2150";"3200";"3450";"3850";"4700"
"Nieuw-Lekkerland";"2012*";"1550";"1250";"1350";"1550";"1900";"2300";"0.0";"3400";"2050";"3100";"3350";"3750";"4500"
"Nijkerk";"2010";"2100";"1150";"1700";"2050";"2500";"3200";"0.0";"3650";"2100";"3300";"3650";"4100";"4950"
"Nijkerk";"2011";"1650";"900";"1350";"1600";"2000";"2550";"0.0";"3700";"2150";"3350";"3700";"4200";"5000"
"Nijkerk";"2012*";"1700";"950";"1400";"1700";"2050";"2650";"0.0";"3550";"2100";"3200";"3600";"4050";"4950"
"Nijmegen";"2010";"1700";"1300";"1700";"2050";"2400";"3650";"0.0";"2900";"2100";"3150";"3350";"3950";"4950"
"Nijmegen";"2011";"1350";"1050";"1350";"1650";"2050";"3000";"0.0";"2850";"2100";"3100";"3350";"3900";"4950"
"Nijmegen";"2012*";"1400";"1100";"1400";"1700";"2000";"3050";"0.0";"2800";"2100";"3050";"3250";"3900";"4900"
"Noord-Beveland";"2010";"1850";"850";"1550";"1700";"1850";"2250";"0.0";"2950";"1750";"2650";"2700";"3200";"3250"
"Noord-Beveland";"2011";"1450";"650";"1200";"1300";"1450";"1750";"0.0";"2950";"1850";"2650";"2700";"3200";"3250"
"Noord-Beveland";"2012*";"1550";"800";"1300";"1400";"1550";"1850";"0.0";"2900";"1900";"2600";"2750";"3050";"3250"
"Noordenveld";"2010";"2550";"1350";"2000";"2350";"2450";"3250";"0.0";"3450";"2350";"2900";"3150";"3650";"4100"
"Noordenveld";"2011";"2000";"1050";"1550";"1850";"1950";"2550";"0.0";"3450";"2250";"2900";"3150";"3650";"4050"
"Noordenveld";"2012*";"2050";"1050";"1700";"1950";"2100";"2750";"0.0";"3250";"2150";"2900";"3100";"3550";"3950"
"Noordoostpolder";"2010";"2050";"1300";"1750";"2100";"2150";"2850";"0.0";"3550";"2000";"3050";"3450";"4100";"4800"
"Noordoostpolder";"2011";"1600";"1000";"1350";"1600";"1700";"2250";"0.0";"3500";"1950";"3050";"3400";"4100";"4850"
"Noordoostpolder";"2012*";"1650";"1050";"1450";"1750";"1800";"2350";"0.0";"3400";"1950";"3050";"3350";"4050";"4800"
"Noordwijk";"2010";"1900";"1150";"1800";"2200";"2750";"4200";"0.0";"3300";"2150";"3450";"3750";"4250";"5250"
"Noordwijk";"2011";"1500";"850";"1400";"1750";"2150";"3300";"0.0";"3300";"2150";"3450";"3750";"4250";"5250"
"Noordwijk";"2012*";"1600";"950";"1500";"1850";"2300";"3400";"0.0";"3150";"2050";"3350";"3650";"4250";"5000"
"Noordwijkerhout";"2010";"1900";"1150";"1650";"2050";"2450";"3350";"0.0";"3500";"2300";"3350";"3700";"4100";"5100"
"Noordwijkerhout";"2011";"1500";"900";"1300";"1650";"1950";"2700";"0.0";"3550";"2350";"3400";"3750";"4150";"5050"
"Noordwijkerhout";"2012*";"1500";"950";"1350";"1700";"2000";"2750";"0.0";"3450";"2400";"3300";"3650";"4050";"4800"
"Nuenen, Gerwen en Nederwetten";"2010";"2400";"1300";"2100";"2350";"2700";"3400";"0.0";"4000";"2250";"3700";"3900";"4350";"5100"
"Nuenen, Gerwen en Nederwetten";"2011";"1900";"1050";"1650";"1850";"2150";"2750";"0.0";"3900";"2200";"3700";"3850";"4300";"5100"
"Nuenen, Gerwen en Nederwetten";"2012*";"1900";"950";"1650";"1850";"2150";"2800";"0.0";"3800";"2200";"3500";"3750";"4200";"5000"
"Nunspeet";"2010";"2250";"1200";"1800";"2050";"2500";"3250";"0.0";"3650";"2100";"3200";"3450";"4150";"4550"
"Nunspeet";"2011";"1800";"950";"1400";"1600";"2000";"2550";"0.0";"3650";"2100";"3250";"3450";"4100";"4500"
"Nunspeet";"2012*";"1900";"1000";"1500";"1700";"2150";"2750";"0.0";"3550";"2100";"3150";"3350";"4050";"4400"
"Nuth";"2010";"2500";"1400";"2050";"2350";"2500";"3300";"0.0";"3850";"2450";"3500";"3700";"3950";"4800"
"Nuth";"2011";"1950";"1050";"1600";"1800";"1950";"2600";"0.0";"3800";"2400";"3450";"3650";"3900";"4700"
"Nuth";"2012*";"2050";"1150";"1750";"1950";"2100";"2750";"0.0";"3800";"2450";"3450";"3600";"3850";"4650"
"Oegstgeest";"2010";"1900";"1200";"1650";"2350";"2750";"3950";"8.0";"3450";"2300";"3550";"3900";"4650";"5350"
"Oegstgeest";"2011";"1500";"950";"1350";"1900";"2250";"3200";"8.0";"3450";"2300";"3550";"3900";"4650";"5450"
"Oegstgeest";"2012*";"1500";"900";"1400";"1950";"2350";"3300";"8.0";"3300";"2200";"3450";"3800";"4600";"5400"
"Oirschot";"2010";"2300";"1200";"1900";"2000";"2400";"3050";"0.0";"4200";"2250";"3750";"3750";"4400";"5200"
"Oirschot";"2011";"1800";"900";"1500";"1600";"1900";"2450";"0.0";"4150";"2300";"3750";"3750";"4350";"5150"
"Oirschot";"2012*";"1900";"950";"1550";"1650";"1950";"2600";"0.0";"4100";"2250";"3650";"3700";"4300";"5050"
"Oisterwijk";"2010";"2300";"1400";"1800";"2000";"2450";"3650";"0.0";"3900";"2550";"3600";"3600";"4050";"5050"
"Oisterwijk";"2011";"1750";"1050";"1400";"1550";"1900";"2850";"0.0";"3850";"2450";"3600";"3650";"4050";"5100"
"Oisterwijk";"2012*";"1850";"1000";"1500";"1650";"2000";"3050";"0.0";"3800";"2450";"3550";"3550";"3950";"5050"
"Oldambt";"2010";"2400";"1400";"2000";"2350";"2350";"2950";"0.0";"3250";"2050";"2700";"2950";"3300";"4050"
"Oldambt";"2011";"1900";"1100";"1550";"1850";"1850";"2350";"0.0";"3300";"2000";"2700";"2950";"3350";"4100"
"Oldambt";"2012*";"2050";"1200";"1700";"1950";"2000";"2550";"0.0";"3200";"2000";"2700";"2900";"3300";"4000"
"Oldebroek";"2010";"2300";"1100";"1650";"2000";"2400";"3000";"0.0";"3900";"2250";"3200";"3400";"4250";"4650"
"Oldebroek";"2011";"1750";"850";"1300";"1550";"1850";"2350";"0.0";"3800";"2200";"3100";"3350";"4150";"4500"
"Oldebroek";"2012*";"1850";"1000";"1350";"1600";"1950";"2500";"0.0";"3650";"2300";"3000";"3250";"4050";"4400"
"Oldenzaal";"2010";"2200";"1450";"1950";"2200";"2650";"3300";"0.0";"3600";"2450";"3450";"3700";"4200";"4800"
"Oldenzaal";"2011";"1750";"1150";"1550";"1800";"2200";"2700";"0.0";"3550";"2300";"3400";"3650";"4200";"4800"
"Oldenzaal";"2012*";"2000";"1300";"1750";"2000";"2450";"3000";"0.0";"3500";"2300";"3350";"3600";"4100";"4700"
"Olst-Wijhe";"2010";"2300";"1250";"1800";"2000";"2250";"2950";"0.0";"3700";"2300";"3000";"3300";"3950";"4550"
"Olst-Wijhe";"2011";"1800";"1000";"1400";"1600";"1800";"2300";"0.0";"3750";"2250";"3000";"3300";"4000";"4600"
"Olst-Wijhe";"2012*";"1950";"1000";"1550";"1700";"1950";"2550";"0.0";"3650";"2200";"3000";"3250";"3950";"4500"
"Ommen";"2010";"2450";"1400";"1950";"2200";"2450";"3150";"0.0";"3700";"2200";"3200";"3400";"3950";"4600"
"Ommen";"2011";"1950";"1050";"1500";"1700";"1950";"2450";"0.0";"3750";"2200";"3200";"3400";"3950";"4650"
"Ommen";"2012*";"1900";"1100";"1650";"1800";"2050";"2450";"0.0";"3450";"2100";"3200";"3300";"3950";"4250"
"Onderbanken";"2010";"2500";"1500";"2200";"2250";"2600";"3200";"0.0";"4000";"2600";"3800";"3700";"3850";"4850"
"Onderbanken";"2011";"1950";"1150";"1700";"1800";"2000";"2500";"0.0";"3900";"2500";"3650";"3650";"3750";"4700"
"Onderbanken";"2012*";"2100";"1500";"1850";"1950";"2200";"2700";"0.0";"3800";"2300";"3550";"3550";"3700";"4600"
"Oost Gelre";"2010";"2150";"1100";"1650";"1900";"2200";"2900";"0.0";"3750";"2400";"3100";"3200";"4100";"4650"
"Oost Gelre";"2011";"1700";"900";"1350";"1500";"1750";"2350";"0.0";"3750";"2450";"3100";"3250";"4100";"4650"
"Oost Gelre";"2012*";"1800";"900";"1400";"1550";"1850";"2450";"0.0";"3700";"2350";"3050";"3100";"4000";"4550"
"Oosterhout";"2010";"1900";"1200";"1700";"2050";"2500";"3400";"0.0";"3600";"2550";"3500";"3750";"4200";"5150"
"Oosterhout";"2011";"1450";"900";"1300";"1550";"1850";"2550";"0.0";"3550";"2550";"3500";"3700";"4200";"5050"
"Oosterhout";"2012*";"1550";"950";"1400";"1650";"2050";"2750";"0.0";"3500";"2550";"3450";"3650";"4150";"5000"
"Oostflakkee";"2010";"2050";"1300";"1700";"1950";"2150";"2800";"0.0";"3500";"2100";"3050";"3300";"3900";"4600"
"Oostflakkee";"2011";"1600";"1050";"1300";"1500";"1700";"2200";"0.0";"3450";"2150";"3000";"3250";"3800";"4500"
"Oostflakkee";"2012*";"1650";"1050";"1350";"1550";"1750";"2300";"0.0";"3400";"2150";"2950";"3150";"3800";"4450"
"Ooststellingwerf";"2010";"2450";"1250";"2050";"2300";"2250";"2900";"0.0";"3300";"1950";"2650";"2850";"3350";"3900"
"Ooststellingwerf";"2011";"1900";"950";"1550";"1750";"1750";"2250";"0.0";"3300";"2000";"2600";"2850";"3350";"3900"
"Ooststellingwerf";"2012*";"2000";"1050";"1650";"1900";"1900";"2400";"0.0";"3250";"2000";"2550";"2800";"3300";"3850"
"Oostzaan";"2010";"2000";"1250";"1700";"2100";"2350";"2900";"0.0";"3700";"2100";"3550";"3850";"3950";"4600"
"Oostzaan";"2011";"1600";"1000";"1350";"1650";"1900";"2350";"0.0";"3700";"2100";"3600";"3850";"4000";"4600"
"Oostzaan";"2012*";"1650";"1050";"1450";"1750";"2000";"2450";"0.0";"3550";"2000";"3450";"3750";"3900";"4550"
"Opmeer";"2010";"2100";"1050";"1650";"1950";"2300";"2800";"0.0";"3750";"2100";"3200";"3500";"3900";"4700"
"Opmeer";"2011";"1650";"750";"1250";"1500";"1800";"2200";"0.0";"3650";"2050";"3150";"3450";"3800";"4650"
"Opmeer";"2012*";"1750";"800";"1350";"1600";"1900";"2350";"0.0";"3600";"2000";"3100";"3400";"3700";"4550"
"Opsterland";"2010";"2350";"1350";"1900";"2150";"2150";"2750";"0.0";"3350";"1700";"2700";"2900";"3150";"3850"
"Opsterland";"2011";"1850";"1050";"1500";"1700";"1700";"2150";"0.0";"3300";"1700";"2650";"2900";"3150";"3900"
"Opsterland";"2012*";"1950";"1000";"1600";"1800";"1850";"2350";"0.0";"3250";"1850";"2600";"2900";"3150";"3850"
"Oss";"2010";"2050";"1250";"1850";"2100";"2400";"3100";"0.0";"3600";"2250";"3450";"3650";"4050";"5000"
"Oss";"2011";"1600";"1000";"1400";"1650";"1850";"2400";"0.0";"3650";"2200";"3500";"3650";"4050";"4950"
"Oss";"2012*";"1750";"1050";"1500";"1750";"1950";"2600";"0.0";"3600";"2200";"3400";"3600";"4000";"4900"
"Oud-Beijerland";"2010";"1900";"1100";"1750";"2050";"2450";"3150";"0.0";"3600";"2400";"3500";"3750";"4200";"4750"
"Oud-Beijerland";"2011";"1500";"850";"1350";"1600";"1950";"2500";"0.0";"3550";"2400";"3500";"3750";"4250";"4800"
"Oud-Beijerland";"2012*";"1550";"900";"1400";"1650";"2050";"2600";"0.0";"3450";"2300";"3400";"3600";"4150";"4600"
"Oude IJsselstreek";"2010";"2250";"1150";"1700";"1850";"2200";"2950";"0.0";"3650";"2000";"3050";"3150";"3900";"4550"
"Oude IJsselstreek";"2011";"1750";"900";"1350";"1500";"1800";"2400";"0.0";"3600";"2050";"3050";"3150";"3900";"4550"
"Oude IJsselstreek";"2012*";"1800";"1000";"1400";"1550";"1850";"2500";"0.0";"3550";"2100";"2950";"3100";"3800";"4400"
"Ouder-Amstel";"2010";"1900";"1350";"1950";"2250";"2700";"3500";"0.0";"3450";"2350";"3650";"4000";"4500";"5950"
"Ouder-Amstel";"2011";"1550";"1150";"1500";"1750";"2100";"2800";"0.0";"3450";"2300";"3650";"3950";"4500";"5900"
"Ouder-Amstel";"2012*";"1600";"1100";"1550";"1850";"2250";"3050";"0.0";"3350";"2300";"3550";"3800";"4500";"5950"
"Ouderkerk";"2010";"2100";"1150";"1850";"2100";"2450";"2850";"0.0";"3600";"2100";"3350";"3550";"3900";"4550"
"Ouderkerk";"2011";"1650";"850";"1400";"1650";"1900";"2250";"0.0";"3550";"2100";"3300";"3500";"3950";"4500"
"Ouderkerk";"2012*";"1700";"900";"1500";"1750";"2000";"2400";"0.0";"3400";"2100";"3200";"3400";"3850";"4400"
"Oudewater";"2010";"2150";"1200";"1750";"2050";"2650";"3200";"0.0";"3700";"2450";"3400";"3500";"4250";"4900"
"Oudewater";"2011";"1700";"950";"1350";"1600";"2100";"2500";"0.0";"3700";"2450";"3400";"3450";"4250";"4900"
"Oudewater";"2012*";"1700";"950";"1450";"1650";"2150";"2650";"0.0";"3550";"2350";"3300";"3400";"4050";"4900"
"Overbetuwe";"2010";"2100";"1150";"1700";"2000";"2300";"2950";"0.0";"3750";"2350";"3300";"3500";"4100";"4800"
"Overbetuwe";"2011";"1650";"900";"1350";"1550";"1800";"2350";"0.0";"3750";"2300";"3300";"3500";"4100";"4850"
"Overbetuwe";"2012*";"1750";"950";"1400";"1650";"1850";"2500";"0.0";"3650";"2300";"3200";"3400";"4000";"4750"
"Papendrecht";"2010";"1600";"1150";"1600";"1950";"1900";"2750";"7.0";"3350";"2250";"3650";"3850";"4550";"4850"
"Papendrecht";"2011";"1200";"900";"1250";"1500";"1500";"2150";"7.0";"3300";"2200";"3600";"3800";"4500";"4850"
"Papendrecht";"2012*";"1250";"900";"1300";"1600";"1600";"2250";"8.0";"3200";"2200";"3500";"3650";"4350";"4800"
"Peel en Maas";"2010";"2400";"1200";"1950";"2050";"2400";"3100";"0.0";"4200";"2350";"3700";"3800";"4250";"5200"
"Peel en Maas";"2011";"1850";"950";"1500";"1600";"1850";"2400";"0.0";"4100";"2300";"3550";"3650";"4100";"5100"
"Peel en Maas";"2012*";"2000";"1000";"1600";"1750";"2000";"2600";"0.0";"4050";"2300";"3500";"3550";"4000";"5000"
"Pekela";"2010";"2500";"1400";"2100";"2400";"2400";"2900";"0.0";"3350";"2100";"2850";"2900";"3450";"4100"
"Pekela";"2011";"1950";"1100";"1600";"1850";"1850";"2300";"0.0";"3350";"2150";"2850";"2900";"3400";"4100"
"Pekela";"2012*";"2050";"1200";"1750";"2000";"2000";"2500";"0.0";"3350";"2150";"2900";"2900";"3350";"4050"
"Pijnacker-Nootdorp";"2010";"1550";"800";"1400";"1850";"2050";"2800";"12.0";"3750";"2450";"3750";"3900";"4350";"4950"
"Pijnacker-Nootdorp";"2011";"1150";"600";"1050";"1450";"1600";"2150";"12.0";"3650";"2400";"3750";"3900";"4350";"4900"
"Pijnacker-Nootdorp";"2012*";"1250";"600";"1100";"1500";"1700";"2300";"12.0";"3600";"2350";"3650";"3800";"4300";"4900"
"Purmerend";"2010";"550";"350";"500";"700";"650";"1400";"71.0";"3400";"2200";"3650";"3800";"4350";"5000"
"Purmerend";"2011";"400";"250";"400";"550";"550";"1100";"70.0";"3400";"2200";"3650";"3850";"4350";"5000"
